path,category,theme,dependencies,parameters,num_dependencies,num_parameters,ignored_dependencies,ignored_parameters,errors,export_name
metacatui-es6/src/js/themes/arctic/routers/router.js,router,arctic,"['jquery', 'underscore', 'backbone']","['$', '_', 'Backbone']",3,3,[],[],[],UIRouter
metacatui-es6/src/js/themes/sctld/routers/router.js,router,sctld,"['jquery', 'underscore', 'backbone', 'routers/BaseRouter']","['$', '_', 'Backbone', 'BaseRouter']",4,4,[],[],[],UIRouter
metacatui-es6/src/js/themes/knb/routers/router.js,router,knb,"['jquery', 'underscore', 'backbone', 'routers/BaseRouter']","['$', '_', 'Backbone', 'BaseRouter']",4,4,[],[],[],KNBRouter
metacatui-es6/src/config/config.js,config,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/themes/dataone/config.js,config,dataone,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/themes/drp/config.js,config,drp,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/themes/arctic/config.js,config,arctic,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/themes/sctld/config.js,config,sctld,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/themes/default/config.js,config,default,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/themes/knb/config.js,config,knb,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/loader.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/dataone-stage-bookkeeper.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/sfwmd.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/prod-test.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/dataone-plus-preview.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/search.test.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/search-demo.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/server.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/test.arcticdata-bookkeeper.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/test.arcticdata.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/sctld.test.dataone.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/search-stage.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/search-sandbox.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/demo.arcticdata.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/dev.nceas.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/config/dev/default-stage.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/polyfill.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/app.js,other,,[],[],0,0,[],[],"['No require/define statement found', 'No return statement found']",
metacatui-es6/src/js/common/Utilities.js,other,,"['jquery', 'underscore']","['$', '_']",2,2,[],[],[],Utilities
